name,main_category,image,actual_price
Sri Sri Tattva Karela Jamun Juice - Ayurvedic Juice to Help Maintain Healthy Sugar Levels - 100% Natural - No Added Sugar...,grocery & gourmet foods,https://m.media-amazon.com/images/I/61d0TPwV8oL._AC_UL320_.jpg,300.0
"Twinings Lemon and Ginger Tea, 25 Tea Bags",grocery & gourmet foods,https://m.media-amazon.com/images/I/71ezA8WdVjL._AC_UL320_.jpg,375.0
"Lamsa Flavoured Tea, 500g Carton",grocery & gourmet foods,https://m.media-amazon.com/images/I/81d6F7fxEaL._AC_UL320_.jpg,220.0
Rajam Sukku Coffee Powder 200G Jar Pack of 2 (rajam Sukku malli Powder),grocery & gourmet foods,https://m.media-amazon.com/images/I/718w6w6+sYL._AC_UL320_.jpg,196.0
Anveshan Empowering farmers with technology Moringa Sattu Drink Mix - 300g | Chana Sattu Protein Powder | Vegan Energy Dri...,grocery & gourmet foods,https://m.media-amazon.com/images/I/71LYbYm7I8L._AC_UL320_.jpg,499.0
True Herbs pure karela jamun juice helps maintain healthy sugar level - no added sugar – 3000 ml Pack of 3,grocery & gourmet foods,https://m.media-amazon.com/images/I/81TrlQDU5NL._AC_UL320_.jpg,1950.0
"Heapwell Superfoods Japanese Ceremonial Matcha Green Tea, AA Grade, -30 g",grocery & gourmet foods,https://m.media-amazon.com/images/I/61wgKbpFj-L._AC_UL320_.jpg,1499.0
"Pepsi Black, 250ml Slim Can",grocery & gourmet foods,https://m.media-amazon.com/images/I/513-4QwNjSL._AC_UL320_.jpg,35.0
"TE-A-ME Chill Peach Ice Infusion Tea, 18 Pyramid Infusion Tea Bags | Ice Brews | Cold Brew | Iced Tea",grocery & gourmet foods,https://m.media-amazon.com/images/I/91Ddf-mExWL._AC_UL320_.jpg,325.0
Herbalife Afresh Energy Drink Peach Flavor (50 gm),grocery & gourmet foods,https://m.media-amazon.com/images/I/51F4XCWp6bL._AC_UL320_.jpg,718.0
"Paper Boat Chocolate Milkshake, Enriched with Vitamin D, No Added Preservatives and Colours (180 ml)",grocery & gourmet foods,https://m.media-amazon.com/images/I/61uiaei9dcL._AC_UL320_.jpg,35.0
"Mala's Chocolate Sauce, 1000 millilitre",grocery & gourmet foods,https://m.media-amazon.com/images/I/71hj7RHZqZL._AC_UL320_.jpg,300.0
Chaayos Adrak Elaichi Tea (Ginger and Cardamom) - Premium Desi Chai Patti for Authentic Masala Flavour | Immunity Booster-...,grocery & gourmet foods,https://m.media-amazon.com/images/I/81HlcwuYuYL._AC_UL320_.jpg,349.0
Amulya Dairy Whitener 200g Refill,grocery & gourmet foods,https://m.media-amazon.com/images/I/51ZZ0A3464L._AC_UL320_.jpg,90.0
"Mapro Lemon Ginger Squash, 750ml",grocery & gourmet foods,https://m.media-amazon.com/images/I/61-WvTCKDOL._AC_UL320_.jpg,180.0
Fearless Green Tea Original & Pure | 200g | Natural Loose Leaves | Non Bitter Assam Tea | Silver Tips | Exported Worldwid...,grocery & gourmet foods,https://m.media-amazon.com/images/I/61U15LqFJFL._AC_UL320_.jpg,379.0
